total_rows,valid_faq_vs_ideal,valid_faq_vs_original,valid_ideal_vs_original,faq_vs_ideal_bleu_mean,faq_vs_ideal_bleu_std,faq_vs_ideal_rouge1_mean,faq_vs_ideal_rouge1_std,faq_vs_ideal_rouge2_mean,faq_vs_ideal_rouge2_std,faq_vs_ideal_rougeL_mean,faq_vs_ideal_rougeL_std,faq_vs_ideal_bert_f1_mean,faq_vs_ideal_bert_f1_std,faq_vs_original_bleu_mean,faq_vs_original_bleu_std,faq_vs_original_rouge1_mean,faq_vs_original_rouge1_std,faq_vs_original_rouge2_mean,faq_vs_original_rouge2_std,faq_vs_original_rougeL_mean,faq_vs_original_rougeL_std,faq_vs_original_bert_f1_mean,faq_vs_original_bert_f1_std,ideal_vs_original_bleu_mean,ideal_vs_original_bleu_std,ideal_vs_original_rouge1_mean,ideal_vs_original_rouge1_std,ideal_vs_original_rouge2_mean,ideal_vs_original_rouge2_std,ideal_vs_original_rougeL_mean,ideal_vs_original_rougeL_std,ideal_vs_original_bert_f1_mean,ideal_vs_original_bert_f1_std
16412,16406,16411,16407,0.029562171753243594,0.022855357882593776,0.26855292050830665,0.1021900203256972,0.06434748910954277,0.03800365301318189,0.1456945233949682,0.045861879763496954,0.8138849174563628,0.01870820764812691,0.15294447461862856,0.06681142555164167,0.46850859578645054,0.09209718711494212,0.19390717490845386,0.07403294694953842,0.2770134104256288,0.0672218916988949,0.8441527406088897,0.02372304588000921,0.0236499447384842,0.02365526096915828,0.2715390345588901,0.10329624898656353,0.06605159877461174,0.03893371233134423,0.14716316923218278,0.04646711197385616,0.8146275970300358,0.018891085502431848
